q3,age,q4,q61,q9,q10,q11
2,34,3,7,10,1,1
2,38,3,5,8,2,-9
2,57,3,8,10,1,1
1,57,3,5,9,-9,NA
1,76,2,9,6,1,2
1,41,2,9,6,1,-8
1,72,2,11,9,1,2
1,73,2,9,7,1,2
1,68,2,9,5,1,-8
2,54,2,10,8,2,1
1,61,2,8,7,1,1
2,86,2,5,10,1,2
1,68,2,7,10,1,2
2,64,2,9,7,1,-9
2,91,2,10,7,1,-9
2,59,2,4,6,1,-9
2,76,2,10,10,5,1
2,82,2,9,9,1,1
1,67,2,6,7,1,-9
2,63,2,4,0,1,-8
2,68,2,10,10,1,1
2,80,2,8,2,1,1
1,46,2,6,7,1,2
2,42,5,9,5,1,2
2,30,5,5,5,1,-9
2,73,5,2,5,1,2
1,32,5,9,5,1,-9
2,63,5,7,2,2,7
2,36,5,5,2,2,-9
1,39,5,5,5,1,-9
2,79,5,3,7,1,-9
1,61,5,3,10,1,1
2,62,5,7,5,1,1
1,40,5,5,0,1,4
1,69,5,7,9,1,1
2,43,5,7,8,1,1
2,67,5,7,8,1,-9
2,63,5,5,6,2,-9
2,60,5,11,7,4,NA
1,52,5,9,8,1,-9
1,70,5,-9,8,1,-9
2,35,5,7,10,1,-9
2,43,5,6,6,1,1
2,30,5,3,10,1,-9
2,65,5,4,10,1,2
1,35,5,6,3,1,-9
1,78,5,11,6,1,2
2,60,5,10,3,1,-9
1,75,5,10,8,4,NA
2,42,5,10,5,1,-9
2,62,5,2,8,1,-8
1,60,5,5,9,1,5
1,43,5,10,7,2,1
2,57,5,4,10,1,1
2,56,5,3,0,4,NA
2,54,5,9,4,1,3
1,66,5,9,6,1,-9
1,58,5,7,4,1,6
1,28,5,5,5,1,2
1,57,9,9,6,1,-8
2,75,9,9,5,1,2
1,78,9,7,8,1,2
1,46,9,8,4,1,2
1,47,9,9,9,1,2
1,55,9,5,5,1,5
2,78,9,8,9,1,2
2,60,9,5,10,5,2
1,47,9,9,7,1,2
1,58,9,10,9,1,2
1,57,9,8,9,1,2
1,81,9,7,9,2,2
2,71,9,7,10,1,6
1,61,9,7,10,1,2
1,59,9,4,10,1,2
1,54,9,9,8,1,-9
2,61,9,5,9,1,1
2,57,9,10,10,1,6
2,76,9,7,10,1,2
2,66,9,6,10,1,-8
1,70,9,9,2,2,2
2,78,9,8,10,1,1
2,35,9,9,10,1,2
1,65,9,10,10,1,2
2,42,9,9,10,1,2
1,50,9,5,8,1,2
2,38,9,9,9,1,-8
2,63,9,5,4,2,-9
1,59,9,4,9,1,2
1,72,9,9,9,1,2
1,60,9,11,8,1,2
1,53,10,6,9,2,2
2,62,10,9,9,1,-9
1,67,10,5,3,1,-9
1,73,10,9,10,1,2
2,68,10,9,8,1,-9
2,77,10,8,8,1,2
1,69,10,8,9,1,5
2,84,10,9,10,1,3
1,28,10,6,1,4,NA
1,67,9,9,8,2,2
1,66,10,7,7,1,3
1,49,10,6,9,2,2
2,54,10,5,7,1,5
1,43,10,9,10,1,2
2,70,10,7,8,1,-9
2,31,1,9,7,1,3
2,72,10,10,10,1,2
2,70,10,8,10,1,2
1,80,10,11,7,1,1
1,76,10,6,10,1,5
2,60,10,9,8,1,-9
2,67,10,5,8,1,5
2,57,10,7,10,1,5
1,91,10,4,5,1,1
2,64,10,5,8,1,5
1,78,10,9,9,1,1
2,80,10,9,7,1,-9
2,38,10,8,7,1,1
1,72,10,10,6,1,6
1,56,10,6,2,1,-9
2,95,10,7,10,1,-8
2,50,10,7,9,1,2
1,33,10,5,0,4,NA
1,74,10,3,5,1,-8
2,31,10,7,4,1,3
1,71,10,7,7,1,1
2,72,10,10,9,1,1
1,76,10,4,6,1,1
1,68,10,5,9,2,2
1,73,10,9,7,1,2
1,85,10,5,10,1,2
2,48,10,11,10,1,1
2,54,6,7,5,1,5
1,53,10,4,10,1,-9
2,49,10,7,7,1,-9
2,61,10,9,10,1,5
1,82,10,9,3,1,2
2,67,10,7,10,1,1
2,43,10,7,3,1,3
1,65,10,5,10,5,3
1,70,10,10,8,1,3
2,56,10,11,7,1,1
1,57,10,6,9,1,-8
2,46,10,10,9,1,-9
1,58,10,7,9,1,-9
1,67,10,9,10,1,1
2,59,10,9,7,1,1
2,66,10,7,10,1,-9
1,76,10,11,9,1,-8
1,41,10,10,8,1,2
2,48,10,7,5,1,2
2,42,10,7,7,1,5
1,59,10,5,9,1,3
2,39,10,6,10,1,2
2,55,10,7,6,1,1
1,37,10,9,7,1,-9
2,75,10,5,10,1,2
2,60,10,6,4,2,3
1,48,10,7,9,1,-9
1,55,10,9,8,1,1
1,76,10,7,8,5,2
1,55,10,7,10,1,1
1,32,10,5,8,2,5
2,52,10,10,5,1,1
1,81,10,9,8,1,1
2,73,10,10,9,-9,NA
2,74,10,9,8,1,5
1,67,10,10,8,1,5
2,58,10,8,7,1,5
1,58,10,9,9,1,5
2,63,10,9,6,2,-9
1,41,10,6,5,1,1
2,51,10,9,7,1,2
1,50,10,9,2,2,5
1,20,10,5,7,5,1
2,72,10,8,5,1,-9
2,46,10,4,9,1,5
2,86,10,8,9,1,1
1,50,10,5,7,1,5
1,68,10,10,4,1,-9
1,74,10,10,10,1,1
2,76,10,9,8,1,1
2,67,10,10,10,1,2
1,70,10,11,10,1,2
2,43,10,9,8,1,2
1,50,10,5,9,1,-9
1,70,10,10,7,1,2
2,43,10,9,10,1,5
2,75,10,9,10,1,5
1,20,10,7,8,1,2
1,43,10,9,8,1,2
2,65,10,7,7,1,-9
2,64,10,5,10,1,3
2,49,7,9,9,1,-9
2,50,7,7,10,1,2
1,58,7,4,8,1,5
2,66,7,9,10,1,2
1,73,7,7,10,1,2
1,53,7,7,10,1,2
1,73,7,11,10,1,1
1,62,7,4,8,2,2
1,48,7,6,8,2,2
2,71,7,6,10,1,3
1,36,7,8,5,1,2
2,56,7,5,7,1,2
1,62,7,9,9,1,2
2,69,7,9,9,5,-8
1,71,7,7,5,2,-9
1,72,7,11,6,1,1
2,65,7,8,8,1,3
1,65,7,7,10,1,2
1,77,7,8,8,1,-9
2,59,7,10,9,1,5
1,77,7,6,10,1,1
1,39,7,7,7,1,2
1,73,7,9,0,4,NA
2,71,7,4,8,1,1
1,64,7,4,0,1,-8
2,34,7,5,8,1,2
1,66,7,5,8,1,2
2,66,7,6,10,5,2
1,67,7,7,9,1,1
1,60,7,7,5,5,2
1,56,7,5,10,5,1
1,76,7,5,7,1,2
1,48,7,7,4,3,-9
2,66,7,9,8,1,1
1,61,8,5,0,3,2
1,64,4,9,6,1,2
2,69,4,7,8,5,2
2,90,4,7,9,1,2
2,57,4,7,7,2,-9
2,69,4,10,10,1,5
1,82,4,5,8,1,-8
2,65,4,8,5,1,2
2,69,4,7,8,1,-9
1,74,4,10,8,1,-8
1,37,4,7,7,5,-8
1,65,4,5,10,1,2
2,57,4,6,10,1,2
1,75,4,8,10,1,5
1,60,4,9,8,1,1
1,50,4,11,10,2,2
1,75,4,5,7,1,2
2,35,4,5,7,2,2
2,41,4,7,9,1,-9
1,47,4,7,7,1,1
2,49,4,7,5,1,2
1,68,4,5,10,1,2
2,66,4,9,4,1,-8
2,67,4,7,8,1,1
1,76,4,10,10,1,-9
2,73,4,9,8,5,1
1,66,4,7,4,3,-9
1,62,4,9,5,2,-9
1,76,4,5,8,5,2
1,56,4,5,5,1,2
1,57,4,11,7,1,-9
2,68,4,5,5,1,-9
1,65,1,11,8,1,1
1,74,1,7,10,5,1
2,63,1,9,8,1,-9
2,67,1,9,9,1,-9
2,64,1,11,9,1,1
1,67,1,7,10,1,2
2,56,1,4,6,1,1
2,63,1,10,6,1,-9
1,31,1,-8,5,1,1
2,34,1,10,8,2,1
2,94,1,6,6,2,-9
2,25,1,9,10,1,-9
2,64,1,7,9,1,1
2,67,1,8,8,1,-9
2,77,1,5,7,1,-8
2,64,1,5,10,1,3
2,47,1,10,9,1,3
2,72,1,7,7,2,1
1,70,1,4,5,3,-9
1,54,1,7,7,1,1
1,71,1,7,9,1,2
2,63,1,10,10,1,3
2,53,1,10,10,1,1
2,44,1,9,9,1,3
1,56,1,7,5,1,-9
2,53,1,7,9,1,1
2,81,1,5,4,3,-9
1,65,1,9,7,1,-9
2,42,1,7,6,1,3
1,56,1,8,10,1,2
2,46,1,7,8,1,1
2,59,1,8,8,1,1
2,60,1,6,8,1,-9
1,52,1,7,5,1,-9
1,46,1,6,7,1,2
2,56,3,9,5,2,-9
1,51,3,11,9,1,-9
2,54,3,6,10,1,2
2,70,3,3,0,-9,NA
2,66,3,8,8,1,1
1,60,3,7,10,1,-9
2,62,3,7,5,1,1
2,46,3,10,8,1,1
2,52,3,11,10,1,3
2,44,3,10,6,2,1
2,56,3,7,8,1,-9
1,23,3,7,6,1,3
1,75,3,7,8,1,1
2,57,3,9,6,1,1
1,59,3,11,8,2,2
1,67,3,9,5,1,-9
1,76,3,8,5,1,5
2,56,3,7,5,1,2
1,49,3,9,5,1,1
2,70,3,9,10,1,5
2,70,3,10,7,1,-9
1,52,3,5,10,1,-9
2,79,3,4,10,1,2
2,65,3,5,10,1,2
1,50,3,4,8,1,3
1,25,3,9,8,1,-9
2,28,3,9,10,1,3
1,64,3,9,5,2,1
2,51,3,7,7,1,-8
2,62,3,7,5,2,-9
2,65,3,6,10,1,-9
1,36,6,5,10,1,-9
2,78,6,9,10,1,2
1,75,6,11,9,1,1
1,75,6,6,8,1,2
2,73,6,5,7,1,1
2,61,6,6,7,1,-9
2,92,6,9,7,1,2
2,61,6,5,10,1,1
1,61,6,5,10,1,2
1,46,6,9,7,1,5
2,73,6,8,10,1,1
2,78,6,9,6,1,-9
2,56,6,7,9,1,3
2,63,6,7,10,1,-9
2,82,6,11,9,1,-9
2,72,6,5,10,1,1
1,64,6,9,7,1,-9
1,84,6,10,8,1,2
2,21,6,5,6,1,-8
1,72,6,9,9,1,2
1,54,6,9,8,1,-8
2,72,6,7,9,5,1
2,51,6,11,9,1,3
2,52,6,7,10,1,-8
1,57,6,10,6,2,5
1,66,6,10,7,1,-9
2,60,6,8,0,3,-9
2,33,6,5,6,5,-9
1,52,6,7,7,1,1
2,89,6,9,7,1,7
2,71,6,7,9,1,-9
2,63,6,7,10,1,2
1,63,6,5,10,1,1
2,46,6,5,6,1,-9
2,82,6,5,9,1,2
1,67,6,7,8,1,2
2,37,6,9,5,1,-9
2,51,6,9,5,1,-8
1,69,6,10,10,1,-8
2,41,6,10,1,1,1
1,78,6,7,10,2,2
2,58,6,7,8,1,3
1,49,6,9,10,1,2
2,74,6,9,10,1,1
1,81,6,4,10,1,2
2,78,6,6,4,2,5
1,82,6,8,7,1,1
1,47,6,9,7,1,2
1,72,6,3,10,1,1
2,73,6,7,10,1,1
2,50,6,7,7,1,10
2,62,6,5,10,1,1
2,39,6,9,10,1,5
1,79,6,11,8,1,2
1,74,6,7,10,5,2
1,65,6,9,7,1,-9
1,50,6,11,8,5,2
1,73,6,7,6,1,5
1,69,6,7,5,1,1
1,49,6,11,10,1,3
2,41,6,10,10,1,-9
2,33,6,9,7,2,3
2,66,6,9,8,1,1
2,39,6,7,8,5,3
2,51,6,9,8,1,1
1,69,6,10,5,2,2
2,58,6,7,8,1,2
2,63,6,10,9,1,1
1,62,6,7,10,1,1
2,70,6,11,10,1,2
2,52,6,6,10,5,-8
1,65,6,8,10,1,2
2,43,6,9,9,1,2
2,76,6,6,10,1,2
1,47,6,8,5,1,1
1,65,6,10,10,1,1
2,53,6,11,8,1,5
1,74,6,10,9,1,1
2,50,6,10,1,3,-9
2,69,6,7,10,1,-9
2,83,6,5,8,1,2
2,66,6,9,7,1,1
2,69,6,5,9,1,-9
1,70,6,9,10,1,-9
1,57,6,9,9,1,2
1,38,6,7,8,1,-9
2,63,6,11,10,1,3
2,64,6,9,10,1,1
1,93,6,11,8,1,2
2,53,6,8,10,1,-8
2,60,6,7,6,1,-9
2,72,6,8,8,1,-8
1,56,6,7,3,3,-9
1,69,6,10,8,1,1
2,60,6,7,9,1,1
2,63,6,5,0,3,-9
1,64,6,6,5,1,2
1,75,6,5,7,1,2
2,81,6,10,10,1,1
2,71,6,9,10,1,2
2,67,6,-9,0,1,5
1,66,4,9,10,1,1
1,66,6,6,10,1,1
1,64,6,5,10,2,5
1,78,6,8,5,3,2
2,45,6,7,7,1,1
2,75,6,9,10,5,2
2,64,6,8,10,1,1
1,60,6,5,10,1,1
1,42,6,5,10,1,-9
1,45,6,9,7,1,1
2,63,6,10,9,1,1
1,79,6,9,8,1,1
2,44,6,7,5,1,-9
2,77,6,8,8,1,-8
1,65,6,7,9,1,3
1,64,6,5,8,1,-9
2,77,6,8,8,1,-8
2,57,6,5,7,1,1
2,65,6,7,8,1,-9
2,25,6,7,10,1,3
2,64,6,5,5,1,-9
1,54,6,10,7,2,2
2,18,6,7,9,1,6
2,37,6,9,4,1,5
1,34,6,10,8,1,-8
1,74,6,10,8,1,2
1,56,6,4,10,1,1
1,47,6,9,7,1,2
1,59,6,9,9,1,-9
1,65,6,11,10,1,2
1,85,6,8,10,1,2
2,49,6,9,10,1,2
2,64,6,9,10,1,1
1,66,6,7,5,1,5
1,84,6,10,8,1,2
2,70,6,10,7,1,3
1,70,6,6,10,1,2
1,51,6,8,9,5,1
1,21,6,8,5,3,3
2,60,6,9,8,1,1
1,61,6,10,7,1,1
2,63,6,9,8,1,6
2,73,6,10,10,5,5
1,42,6,9,7,2,-9
2,87,6,5,7,1,1
2,40,6,10,10,1,2
2,53,6,5,10,2,2
1,58,6,8,9,1,2
2,22,4,5,9,1,5
1,54,2,5,10,-8,NA
2,58,2,5,10,1,2
2,60,2,11,10,1,-9
1,59,2,9,6,1,-9
1,58,2,7,7,1,2
2,60,2,5,10,1,-9
2,60,2,10,5,1,5
2,44,2,5,5,2,-9
2,81,2,9,10,1,2
1,50,2,9,7,1,1
2,86,2,5,6,2,-8
1,60,2,7,5,1,-9
2,81,2,7,8,1,1
1,51,2,7,10,5,2
2,49,2,10,2,1,5
2,42,2,7,6,2,-9
2,77,2,5,10,1,1
1,73,2,10,9,3,-9
1,43,5,7,3,1,-8
1,56,5,6,7,1,2
2,60,5,11,8,1,4
1,62,5,9,5,1,2
2,77,5,10,5,1,-9
1,53,5,10,8,1,4
2,37,5,9,10,1,3
2,41,5,9,1,2,-9
1,51,5,3,6,1,-9
1,49,5,7,5,2,-9
1,54,5,7,8,2,2
2,73,5,9,5,1,9
2,68,5,2,10,1,2
1,45,5,6,3,1,3
1,58,5,4,9,1,2
2,55,5,5,6,1,4
2,34,5,9,6,1,1
2,59,5,7,8,1,3
1,68,5,7,6,1,2
2,60,5,4,7,1,-9
2,68,5,9,8,1,-9
2,63,5,10,7,1,-9
1,72,5,5,7,1,4
1,75,5,7,8,1,4
1,75,5,8,10,1,2
1,47,5,4,10,1,4
1,50,5,7,1,3,-9
2,70,5,7,7,1,-8
2,67,5,9,0,1,-8
2,60,5,7,4,2,4
1,72,5,6,4,2,-8
2,73,5,7,5,2,3
1,42,5,9,2,2,-9
2,70,5,2,8,1,-9
2,60,5,7,5,1,-9
2,40,5,9,7,1,2
1,37,5,7,1,2,-9
2,37,5,10,6,1,-9
1,40,5,7,7,1,2
2,52,5,9,8,1,-9
2,88,5,9,10,1,4
1,61,5,7,6,1,4
2,59,5,5,5,1,-9
2,54,5,9,5,1,1
2,47,5,7,10,1,4
2,40,5,9,7,2,4
1,43,5,9,6,1,4
1,53,5,7,9,1,-8
2,83,5,3,7,1,-9
1,77,5,9,6,1,1
1,55,5,9,10,1,-9
2,58,5,9,6,1,1
2,49,5,7,8,2,-8
1,67,5,8,5,5,-8
2,62,5,7,10,1,1
1,73,5,9,10,1,-9
1,65,5,5,5,1,1
2,28,5,7,5,1,-9
2,63,5,9,6,4,NA
2,43,5,5,4,1,-9
2,83,5,5,7,1,1
1,84,5,9,8,1,4
1,61,5,9,7,1,1
1,61,5,5,1,-9,NA
2,33,5,6,8,1,5
1,56,5,6,8,1,-8
2,37,5,9,6,1,4
2,43,5,9,6,1,4
2,47,5,9,8,1,-9
2,62,5,7,5,1,-9
2,47,5,8,3,1,-9
2,69,5,7,7,1,4
1,56,5,5,1,2,-9
1,42,5,6,6,1,-9
1,67,5,10,8,1,1
2,48,5,9,7,1,1
1,53,5,9,8,1,1
1,43,5,8,7,2,2
2,51,5,10,8,1,5
1,80,5,9,8,1,4
2,73,5,9,10,1,1
1,41,5,9,9,5,5
2,58,5,9,6,1,4
2,54,5,5,8,1,1
2,70,5,6,6,5,1
2,66,5,9,6,1,-8
2,67,5,9,9,1,1
2,84,5,2,10,1,-8
2,79,5,9,10,1,1
1,54,5,11,10,1,1
2,70,5,5,6,1,1
2,47,5,9,8,1,1
2,67,5,9,8,1,4
2,61,5,9,6,1,-9
2,83,5,7,6,1,-8
1,22,5,9,7,1,1
1,52,5,7,9,5,1
2,77,5,10,10,1,-9
2,73,5,3,0,4,NA
1,77,5,9,9,5,4
2,49,5,10,6,2,-9
1,55,5,9,7,1,-8
2,44,5,4,0,1,1
2,39,5,9,6,1,4
2,74,5,10,8,1,1
2,56,5,10,8,1,4
1,57,5,3,5,1,1
2,44,5,7,5,1,4
2,45,5,7,8,1,-9
2,53,5,8,3,1,4
1,77,5,6,5,5,1
2,32,5,5,5,1,1
1,71,5,4,0,1,4
1,87,6,7,8,1,2
1,56,5,10,4,1,4
2,75,5,5,4,1,-9
1,67,5,5,7,1,3
1,45,5,9,4,1,-9
1,54,5,5,2,1,1
1,72,5,5,3,1,4
1,64,5,5,4,3,2
2,74,5,7,6,1,-9
2,66,5,3,5,1,-9
1,50,5,7,10,1,1
1,59,5,5,10,1,-9
1,42,5,10,8,1,1
1,67,5,9,8,1,1
1,27,5,10,3,1,1
2,68,5,3,1,2,-9
2,80,5,7,6,2,-9
2,31,5,7,4,1,-9
1,60,5,10,10,1,5
1,56,5,9,8,1,-9
1,45,5,7,10,1,2
2,74,5,6,8,1,1
2,42,5,6,8,1,4
1,72,5,8,6,1,-8
1,47,5,9,8,1,2
2,44,5,9,8,2,-9
2,49,5,7,4,3,5
1,67,5,9,8,1,-9
2,80,5,7,10,1,2
2,37,8,9,10,1,2
2,63,8,7,9,1,6
1,54,8,4,10,1,2
1,70,8,3,6,1,2
1,76,8,5,10,1,2
2,72,8,8,5,1,2
2,49,8,4,5,1,2
1,74,8,7,10,1,2
2,34,8,6,5,1,-9
1,46,8,10,8,1,-9
2,83,8,8,10,1,1
2,70,8,9,7,1,1
1,49,8,9,10,1,2
2,37,8,6,0,3,-9
2,62,8,5,7,1,-9
2,68,8,5,10,1,2
2,56,8,4,3,3,2
2,56,8,9,10,1,1
1,74,8,8,10,1,2
1,28,8,5,1,1,2
1,43,8,7,7,1,2
1,64,8,7,9,2,-9
1,29,8,5,0,4,NA
1,66,8,4,8,1,2
1,65,8,7,7,1,-9
2,60,8,5,8,1,2
2,73,8,9,7,1,2
2,63,8,5,6,1,2
1,61,9,5,0,4,NA
1,63,9,7,7,1,2
1,72,9,10,8,1,2
1,71,9,9,10,1,2
2,22,9,4,9,1,1
1,59,9,5,7,2,1
2,41,9,2,5,2,-9
1,63,9,7,10,1,2
2,24,9,8,4,1,2
2,36,9,7,10,1,2
1,56,9,9,10,1,2
1,55,9,7,8,1,5
2,25,9,7,6,1,3
1,39,9,7,8,1,2
1,18,9,5,9,1,-9
1,40,9,7,5,2,2
2,33,9,8,10,1,2
1,33,9,7,8,1,2
2,69,9,7,8,1,-8
2,30,9,10,8,1,3
2,36,9,4,10,1,2
2,36,9,6,6,1,-9
1,40,9,9,9,1,2
1,65,9,6,10,1,-9
1,59,9,4,10,1,2
1,46,6,4,10,1,1
1,68,9,6,8,1,2
2,19,9,5,7,2,1
1,35,9,10,6,3,-9
1,36,9,9,8,1,-9
2,70,9,6,10,1,6
2,26,9,10,7,1,2
1,40,9,10,9,1,2
2,39,9,5,8,1,2
1,52,6,5,10,2,2
1,27,9,7,7,1,-8
1,29,9,7,10,1,-9
1,48,8,5,10,1,2
1,33,9,7,10,1,-9
1,66,9,8,8,5,2
2,42,10,9,9,1,3
1,39,9,9,10,1,1
2,46,9,9,10,1,3
1,30,9,7,6,2,2
1,44,9,9,10,1,1
2,57,9,7,10,1,2
2,25,9,5,6,3,3
1,49,9,4,6,1,-8
1,82,9,8,8,1,-8
2,52,9,7,10,1,2
2,40,9,5,10,1,1
2,43,9,11,6,1,1
1,70,9,9,3,1,6
2,36,9,11,8,1,3
1,69,9,11,7,2,2
1,33,9,8,8,1,5
2,52,9,10,8,1,2
1,38,9,5,5,3,-9
1,48,9,7,10,5,2
1,40,9,5,10,1,2
1,44,9,5,8,1,3
1,24,9,9,4,1,3
1,58,9,7,8,1,2
1,54,9,7,10,1,2
1,62,9,6,6,1,2
1,71,9,8,9,1,2
1,22,9,4,4,3,-8
2,18,9,5,7,1,2
2,39,9,9,8,2,-8
2,59,9,4,10,5,2
1,61,6,4,9,2,2
1,18,9,5,9,1,3
1,26,7,6,10,1,3
1,60,7,9,9,1,2
2,36,7,7,8,1,3
1,36,7,5,5,2,-8
1,43,6,9,8,2,2
1,64,7,4,10,1,2
2,37,7,7,10,1,1
1,48,7,9,8,1,2
1,55,7,6,7,2,2
1,42,7,9,7,1,1
2,57,7,9,8,1,3
2,30,7,9,10,1,3
2,61,7,7,9,1,2
1,21,7,7,0,1,5
1,22,7,8,9,1,-9
1,66,7,9,10,1,2
1,28,7,9,7,1,5
1,47,7,7,8,1,2
1,34,7,7,8,1,3
2,42,7,9,5,1,-9
1,62,7,5,9,1,1
2,64,6,4,5,1,-9
2,54,7,9,6,1,-9
2,37,7,9,10,5,3
1,65,7,8,9,1,-9
2,53,7,7,7,1,-9
1,42,7,8,6,1,-9
1,32,7,5,2,-8,NA
2,82,7,5,5,1,1
1,51,7,7,8,1,2
2,37,7,9,10,1,3
1,57,7,5,10,1,2
2,56,6,7,10,1,3
1,22,7,5,10,1,2
2,79,7,7,10,2,2
1,32,7,9,6,1,3
1,32,7,9,10,1,2
1,47,7,5,5,1,2
1,63,7,9,5,1,5
1,35,7,9,9,1,2
2,40,7,4,0,4,NA
1,36,7,7,8,1,5
2,56,7,7,8,2,-9
1,55,7,9,9,2,2
1,36,7,7,7,2,1
2,64,7,9,8,1,2
2,43,7,9,7,1,2
1,35,7,9,7,1,1
1,83,7,4,10,1,1
2,33,7,11,2,1,1
2,59,7,9,8,1,1
2,57,7,9,6,2,2
1,65,7,10,8,1,2
2,64,7,5,8,1,2
1,46,7,9,8,1,1
2,58,7,9,6,1,-9
2,47,7,7,8,1,2
1,33,7,9,7,1,1
1,65,7,9,7,1,2
1,23,7,7,10,1,2
1,30,8,9,10,1,2
1,23,7,9,9,1,1
2,34,7,9,10,1,-9
1,22,7,6,8,2,2
2,57,7,9,10,1,1
2,57,7,7,10,1,2
1,54,7,8,9,1,5
1,31,7,7,8,3,2
1,20,7,5,7,1,2
2,76,6,9,10,1,1
1,26,7,8,6,1,1
1,38,7,9,10,1,-9
1,60,7,9,2,1,2
2,41,7,9,7,1,-9
