q3,age,q4,q61,q9,q10,q11
1,60,5,9,6,1,4
2,55,5,5,10,1,5
1,44,5,5,10,1,2
1,39,5,10,7,1,1
2,28,5,9,7,1,1
1,21,5,8,9,1,1
1,47,5,5,7,1,2
2,30,5,9,9,1,1
1,20,5,6,5,1,9
2,47,5,9,8,1,-9
1,58,5,10,5,1,-9
1,55,5,10,6,1,4
2,29,5,10,6,1,1
1,36,5,9,10,1,4
2,55,5,9,0,3,1
2,49,5,10,8,1,5
1,36,5,7,5,2,2
1,65,5,9,8,1,3
1,42,5,5,4,1,-9
2,36,5,5,6,2,-9
1,49,5,6,2,1,-9
2,42,5,10,10,1,1
2,40,5,10,10,1,-9
1,39,5,7,7,2,1
1,35,5,7,7,1,-9
1,49,5,9,10,1,5
2,31,5,10,9,1,7
1,63,5,10,5,1,-8
2,33,5,6,2,2,-9
2,35,5,10,0,4,NA
1,45,5,9,10,1,-9
1,65,5,10,10,1,2
1,62,5,5,2,2,-9
1,41,6,9,6,2,1
2,47,5,10,9,2,1
2,72,5,10,10,1,1
1,43,5,10,7,1,2
1,28,5,10,9,1,1
1,57,5,7,8,1,4
1,29,5,7,7,1,3
1,49,5,9,3,1,1
1,45,5,5,10,1,4
1,51,5,7,8,1,-9
1,61,5,7,10,2,5
1,48,5,4,5,1,2
1,34,5,5,5,1,4
1,43,5,2,5,1,1
1,51,5,3,5,2,4
2,61,5,6,7,1,4
1,41,5,3,5,2,-9
1,67,5,5,8,1,2
1,22,5,6,8,1,1
2,45,5,9,5,1,-9
1,26,5,9,7,2,1
1,55,5,10,10,1,-9
1,50,5,9,7,1,4
1,48,5,7,8,2,1
2,39,5,10,10,1,1
2,27,5,8,8,1,5
2,45,5,8,9,1,-9
2,50,5,9,4,1,3
1,29,5,9,8,1,-9
2,41,5,9,8,1,-9
2,22,5,8,10,1,3
2,59,5,7,6,1,4
2,63,5,9,7,1,-9
1,28,5,7,9,1,2
2,33,5,7,4,1,-9
2,43,5,7,7,1,-9
2,39,5,7,7,1,2
1,44,5,10,8,1,1
1,52,5,7,3,2,4
1,61,5,7,6,1,1
2,44,5,9,7,1,4
1,19,5,3,7,1,2
1,50,5,7,5,1,-8
1,73,5,8,7,1,2
2,30,5,7,8,1,-9
2,35,5,9,9,1,3
1,34,5,9,10,1,-9
2,34,5,3,0,1,9
2,41,5,3,6,1,-9
1,30,5,7,6,5,-8
1,32,5,5,6,2,-9
2,40,5,10,6,1,-9
1,35,5,4,0,4,NA
2,42,5,11,10,1,-9
2,37,6,9,10,5,5
2,35,5,9,2,1,-9
2,69,5,10,6,1,4
2,55,5,5,5,1,-9
2,33,5,10,8,1,-9
2,53,5,1,5,1,1
2,47,5,7,7,1,-9
2,42,5,10,6,1,-9
2,26,5,9,10,1,1
1,29,5,5,6,2,-9
2,37,5,9,2,2,1
1,77,5,9,6,1,-9
1,67,5,4,5,1,-9
2,59,5,5,9,2,1
1,22,5,5,6,2,3
2,63,5,9,5,1,-9
1,75,5,9,10,1,2
1,28,5,7,6,2,1
2,66,5,11,5,1,9
2,29,5,9,4,1,-9
2,39,5,8,2,1,-9
2,66,5,6,0,1,2
2,26,5,7,10,2,3
1,68,5,9,8,2,4
1,35,5,6,9,2,2
1,45,5,9,9,1,4
2,52,5,7,5,2,-9
1,26,5,9,8,1,-9
2,39,5,9,5,1,3
2,66,5,10,9,1,1
2,75,5,10,9,1,-9
1,25,5,7,7,2,1
1,46,5,10,8,1,1
1,34,5,5,6,1,1
2,32,5,9,6,1,1
1,29,5,4,5,2,1
2,36,5,7,8,5,1
1,44,5,9,8,1,-8
1,23,5,7,9,5,-8
2,47,5,3,5,1,3
1,25,5,9,8,1,-9
1,63,5,9,8,1,1
1,49,5,9,10,1,1
2,56,5,10,8,1,-9
1,45,5,10,8,1,-8
1,38,5,2,0,4,NA
1,48,5,10,10,1,4
1,29,5,5,1,1,-9
2,34,5,9,7,1,5
2,44,5,9,8,1,-9
2,34,5,9,8,1,1
1,67,5,10,8,1,-8
1,34,6,9,7,1,1
2,52,5,5,5,4,NA
1,46,5,9,7,2,-9
1,43,5,7,2,3,3
2,43,5,9,8,1,-9
2,55,5,7,1,1,-9
1,65,5,10,10,1,1
1,32,5,5,8,1,3
2,20,5,5,8,1,-9
2,29,5,9,10,1,3
1,74,5,10,10,1,1
1,31,5,10,3,2,1
1,66,10,7,8,1,2
1,40,10,11,9,1,2
2,64,10,7,9,1,-8
1,65,10,4,10,1,2
2,45,10,7,10,1,6
1,70,10,7,6,1,2
2,68,10,7,6,2,2
2,64,10,7,8,1,-9
2,74,10,8,8,1,2
2,83,10,9,9,1,2
2,78,10,10,10,1,-9
1,72,10,11,5,1,5
2,68,10,7,10,1,3
1,59,8,7,4,1,-9
2,49,8,5,6,2,-9
2,54,8,8,10,1,2
1,89,9,9,9,1,2
1,72,9,7,8,5,-8
2,59,9,9,7,1,-9
2,44,9,5,7,1,2
2,65,9,7,3,1,-9
2,53,9,8,6,1,2
1,51,9,5,8,1,2
1,76,9,8,10,1,2
1,54,9,7,10,1,-8
1,66,7,7,10,5,1
1,36,7,6,6,1,2
2,53,7,10,5,1,5
1,82,7,9,2,1,-9
2,52,7,11,2,3,-9
2,56,7,10,5,1,-9
2,34,7,7,10,1,2
2,62,7,7,2,1,3
1,70,7,6,7,1,1
1,66,7,4,10,1,5
2,39,7,10,7,1,1
1,60,7,8,7,1,3
1,49,7,9,9,5,2
1,69,7,9,6,1,5
2,39,7,8,9,1,2
1,32,7,5,7,1,2
2,73,7,9,8,1,-9
1,65,3,7,8,1,-9
2,51,3,5,7,1,-9
2,77,2,7,10,2,-9
1,50,2,9,6,1,1
1,63,2,7,5,1,1
2,76,8,8,10,1,-9
2,39,8,6,6,1,-8
2,70,8,9,10,1,2
2,31,8,5,5,1,2
1,75,8,7,8,1,2
2,71,8,5,5,3,2
2,61,8,7,10,5,2
1,81,8,4,9,2,2
1,60,8,7,5,1,2
2,62,9,9,10,1,2
2,46,9,11,5,2,2
1,51,9,5,8,1,2
1,57,9,7,10,5,2
1,52,9,7,10,1,2
1,66,9,9,10,1,2
2,37,9,9,9,5,2
2,44,9,7,7,5,2
2,81,9,8,8,1,-8
2,70,9,10,10,1,-9
1,77,9,9,9,1,-9
1,54,9,8,8,1,1
2,71,9,7,8,1,2
1,68,9,9,7,5,-8
1,63,9,7,7,1,2
2,68,9,5,10,1,-8
2,31,10,6,10,1,2
1,79,10,4,10,1,2
2,44,10,11,10,5,-8
1,76,10,9,8,1,6
2,62,10,8,9,3,-9
2,75,10,9,10,1,1
1,46,10,11,9,1,5
1,57,10,5,10,1,3
1,79,10,4,8,1,-8
1,82,10,10,10,1,2
1,38,10,5,10,1,2
1,77,10,5,10,1,3
1,62,10,9,10,1,2
2,64,10,7,5,1,1
1,72,10,9,7,1,5
1,74,10,9,10,1,3
1,73,10,8,4,1,-9
2,73,10,6,9,1,-9
1,73,10,5,5,2,-9
1,68,10,7,9,1,3
2,68,10,7,10,1,2
2,58,10,8,6,1,5
2,86,10,4,6,1,-9
1,90,10,5,10,1,1
2,52,10,4,0,3,-9
2,68,10,10,8,1,-9
1,76,10,7,9,1,-9
1,40,10,9,6,1,3
1,53,10,11,7,5,3
2,73,10,9,7,1,3
1,59,10,6,8,1,2
2,71,10,7,10,1,-8
1,49,10,10,7,1,2
2,74,10,7,7,1,5
1,69,10,5,8,1,3
2,66,10,8,10,1,3
2,81,10,8,10,5,1
1,67,10,8,10,1,3
2,66,10,8,3,1,2
1,73,10,11,9,1,2
1,68,10,6,10,1,2
1,21,10,8,7,1,5
2,58,10,5,10,1,3
2,75,10,10,9,1,-8
2,73,10,9,7,1,5
2,43,10,9,10,1,3
1,87,10,4,9,1,2
1,55,10,9,7,1,-9
2,78,10,5,8,1,2
1,59,10,9,8,1,1
2,72,10,6,9,1,5
2,87,10,8,8,1,1
2,47,10,9,9,1,-9
2,38,10,9,10,1,5
2,45,10,7,10,2,3
2,85,7,5,10,1,1
2,73,7,11,10,1,1
1,83,7,2,10,1,1
2,62,7,7,4,2,-8
1,44,7,5,6,1,2
1,27,4,7,7,1,-9
1,49,4,9,9,1,5
1,36,4,7,9,1,5
2,30,4,7,5,1,-9
1,60,4,9,10,1,-8
1,44,4,9,10,1,1
2,90,4,8,9,1,2
2,33,4,7,0,1,-9
1,42,4,5,5,3,1
1,63,4,10,7,2,1
2,40,4,6,4,2,-9
1,69,1,4,4,2,2
2,62,1,6,5,2,-9
2,64,1,10,7,2,2
2,50,1,10,4,1,-9
2,58,1,8,7,1,-9
2,39,1,5,3,3,-9
2,56,1,7,10,5,1
1,64,1,10,10,1,-9
1,74,1,9,10,1,-8
1,76,1,9,8,-9,NA
2,34,1,4,0,3,-9
1,40,1,4,4,1,-8
1,79,3,10,10,1,1
2,65,3,8,10,1,3
1,82,3,7,7,1,2
2,74,3,5,9,1,2
2,63,3,6,10,1,5
1,58,3,7,4,1,6
1,33,3,7,8,1,1
1,77,6,4,5,2,2
1,31,6,7,10,1,2
1,47,6,8,9,1,1
1,68,6,9,8,1,1
2,73,6,7,10,1,2
2,47,6,9,7,1,3
2,57,6,11,10,1,3
2,62,6,11,8,5,5
2,65,6,10,10,2,1
1,70,6,7,9,1,-9
2,48,6,10,8,5,5
2,74,6,7,10,1,5
1,76,6,7,6,1,1
1,70,6,10,8,5,1
2,47,6,11,5,1,1
2,34,6,7,10,1,1
1,65,6,6,8,5,6
1,42,6,9,10,5,2
1,36,6,9,10,1,1
1,79,6,9,10,1,1
2,75,6,6,8,1,1
2,48,6,8,10,1,3
1,45,6,10,6,5,1
1,46,6,5,10,1,2
1,35,6,10,7,1,1
1,49,6,9,4,1,-9
1,41,6,7,7,1,-9
2,64,6,5,6,5,1
2,66,6,9,10,1,2
1,58,6,7,6,2,-8
2,73,6,7,10,5,-8
2,61,6,3,10,1,3
1,68,6,7,5,5,1
1,60,6,5,10,1,2
2,68,6,9,9,2,1
2,56,6,7,10,5,3
2,73,6,8,8,1,9
2,73,6,5,9,1,1
1,58,6,5,7,1,5
2,71,6,9,10,5,2
2,20,6,8,10,1,3
2,76,2,9,7,1,1
1,31,2,8,7,1,-8
2,60,2,8,10,5,-8
1,19,2,5,10,1,1
1,78,2,7,5,1,5
1,28,2,10,7,1,1
1,58,5,9,8,1,3
2,34,5,8,6,1,-9
2,74,5,5,5,1,-8
1,52,5,11,0,1,-8
2,38,5,10,7,1,1
1,62,5,10,4,1,4
1,39,5,5,8,1,2
2,42,5,10,5,1,1
2,63,5,9,10,5,4
2,90,5,5,8,1,1
2,50,5,9,8,1,1
2,46,5,5,7,1,-9
2,60,5,5,1,1,-9
1,31,5,5,10,1,3
1,50,5,7,8,1,4
2,69,5,9,7,1,1
1,70,5,9,7,1,1
2,100,5,3,5,1,1
2,54,5,7,7,1,1
2,65,5,9,8,5,3
2,84,5,8,8,5,2
2,71,5,2,3,1,-9
2,48,5,5,10,2,-8
1,28,5,9,8,1,4
1,78,5,9,2,5,1
2,41,5,9,8,1,4
1,78,5,5,10,1,4
1,63,5,5,10,1,1
2,57,5,5,3,1,9
1,45,5,10,7,5,5
2,40,8,7,10,1,5
2,41,8,8,7,1,2
1,53,8,9,8,5,-9
2,62,8,5,10,1,3
2,77,8,9,8,1,2
2,39,8,7,4,1,-9
2,60,8,7,10,1,2
1,70,8,8,9,1,2
1,43,8,9,8,2,1
1,72,8,5,10,1,3
2,58,8,8,6,1,-9
1,62,8,8,10,1,2
2,54,8,9,2,1,-8
2,50,8,9,10,1,2
1,46,10,6,8,1,-9
1,66,10,5,5,1,2
2,50,10,7,4,2,5
1,56,10,9,7,4,NA
1,61,10,10,7,1,1
2,77,10,9,3,1,2
1,27,10,5,8,5,2
1,78,10,7,6,1,-9
1,73,10,9,10,1,2
2,34,10,7,8,1,-9
2,72,10,5,10,5,2
1,20,10,8,10,1,3
1,33,10,8,9,1,3
1,61,10,5,8,5,1
1,49,9,11,9,1,2
1,60,10,9,7,1,1
1,51,10,5,8,2,-8
1,25,10,7,6,1,3
2,52,10,10,10,1,2
2,50,10,7,9,1,3
1,55,10,11,9,1,5
1,35,10,9,6,5,5
1,64,10,9,10,1,-9
2,49,10,11,7,1,-9
2,55,10,5,5,1,1
1,49,10,6,10,1,3
1,57,10,11,7,5,1
1,20,10,5,9,1,-9
1,84,10,10,7,1,-8
2,36,10,9,6,1,6
2,24,10,6,8,1,2
1,43,10,7,7,1,3
1,30,10,9,7,1,-9
2,36,10,8,5,1,2
1,39,10,7,6,1,1
1,46,10,9,8,1,-9
2,78,10,5,9,5,2
2,53,10,11,9,1,2
1,62,10,7,8,1,-8
1,44,10,7,10,1,-8
1,32,10,11,8,1,3
1,34,10,7,8,1,1
1,47,10,9,4,2,1
1,45,10,11,9,1,3
1,76,10,9,8,1,1
1,42,10,7,10,1,2
1,36,10,10,7,1,-8
2,33,10,6,8,1,3
1,25,10,9,8,1,3
2,62,10,7,10,1,6
2,24,10,8,10,1,5
1,25,10,7,3,2,-9
1,35,10,9,4,3,-8
2,43,10,9,7,1,3
1,60,10,9,7,1,2
1,78,10,8,10,1,1
1,69,10,10,10,1,-9
1,38,10,6,7,1,3
1,66,10,6,7,1,-8
1,66,10,9,7,1,-9
2,57,10,5,10,1,5
1,18,10,5,1,2,1
1,57,10,8,8,1,1
2,30,10,10,10,1,3
1,46,10,5,8,1,2
1,45,10,9,8,1,5
2,29,10,7,10,1,2
1,58,10,9,6,5,2
1,28,10,4,8,2,2
2,45,10,6,7,1,3
1,34,10,9,4,1,2
1,56,10,5,5,1,2
1,58,10,7,8,1,2
1,24,10,7,8,1,2
2,44,10,9,10,1,-9
1,65,10,9,10,1,5
1,28,10,5,10,3,2
1,35,10,4,6,2,2
1,56,10,7,9,1,2
2,63,10,9,8,1,-9
2,33,10,9,-9,5,3
1,68,10,4,3,4,NA
2,55,10,7,7,4,NA
2,71,10,7,10,1,5
1,20,10,8,6,2,1
1,45,10,7,10,1,-9
1,51,10,8,6,1,2
2,28,10,9,7,1,1
2,23,10,9,3,5,2
1,67,10,7,10,1,3
1,39,10,9,8,1,-9
1,65,10,5,9,1,-8
1,24,10,8,6,2,1
2,33,10,7,6,1,7
1,60,10,4,2,1,-9
2,36,5,10,8,2,1
2,59,5,9,10,1,-8
2,64,5,3,2,1,4
2,31,5,9,7,1,-9
2,64,5,9,8,1,10
1,50,5,7,10,1,-8
2,37,5,5,8,1,5
1,20,5,6,9,1,4
2,21,5,6,10,1,-9
2,43,5,6,10,1,1
2,60,5,9,5,3,2
1,27,5,7,7,4,NA
1,26,5,3,6,3,4
2,47,5,10,8,1,1
2,22,5,7,5,1,-8
1,42,5,5,10,1,-9
2,77,5,9,6,5,4
2,25,5,10,7,1,-9
1,41,5,7,8,1,1
1,55,5,7,8,1,2
1,51,5,5,9,1,-9
1,58,5,9,3,1,4
1,32,5,5,5,1,1
2,47,5,9,9,5,2
2,26,5,9,8,5,3
1,29,6,9,10,1,1
2,58,5,7,7,1,-8
1,26,5,8,4,1,-9
1,52,5,10,8,1,2
1,55,5,7,9,1,-9
1,43,5,9,7,1,4
1,32,5,11,7,1,4
2,27,5,7,8,1,4
1,43,5,6,3,5,2
2,77,5,5,10,1,1
1,39,5,7,7,2,4
1,39,5,11,7,1,2
1,30,5,7,9,1,3
2,38,5,9,8,1,-8
1,64,5,5,7,1,4
2,31,10,9,9,1,5
2,41,5,5,10,5,4
1,44,5,10,6,1,-9
2,71,5,8,4,1,-9
2,31,5,9,10,1,2
1,29,5,10,7,1,-9
2,40,5,7,4,1,1
1,73,5,7,10,5,1
2,41,5,9,5,1,4
1,23,5,7,8,2,2
2,53,5,7,10,1,6
1,19,5,5,6,1,1
2,27,5,9,8,1,1
1,52,5,7,5,2,-9
1,27,5,7,7,1,3
1,48,5,3,8,1,-9
1,55,5,7,8,5,4
2,46,5,9,9,1,3
1,51,5,9,8,1,4
1,29,5,9,6,1,5
1,32,5,9,7,1,2
1,41,5,10,6,1,-9
1,30,5,9,6,1,-9
2,18,5,7,3,-8,NA
2,51,5,9,8,1,1
1,29,5,7,7,5,3
2,48,5,9,10,1,-9
2,27,5,9,3,2,3
1,37,5,9,10,1,-9
2,29,5,5,3,2,10
2,45,5,10,6,5,1
1,57,5,9,10,1,-8
1,39,5,9,9,1,1
2,30,5,4,3,1,2
2,29,5,6,0,2,-9
1,41,5,6,4,1,4
2,54,5,9,8,1,-8
2,40,5,10,7,1,-9
2,39,5,11,7,1,4
2,45,5,9,9,1,-8
1,50,5,11,4,2,1
1,31,5,7,5,1,-9
2,30,5,4,5,1,-9
2,70,5,9,6,1,-8
1,26,5,11,8,1,2
2,36,5,9,3,3,-9
2,28,5,10,7,1,5
1,59,5,6,8,1,2
1,59,5,6,10,1,2
2,42,5,11,9,5,1
2,69,5,10,7,1,4
1,67,5,4,9,5,1
1,62,5,3,7,1,-9
1,25,5,9,7,1,4
1,29,5,9,5,1,4
1,29,5,4,8,1,2
1,38,5,7,6,5,5
1,51,5,9,5,1,2
1,63,5,3,8,1,-9
1,82,5,5,2,2,-9
2,56,5,7,4,1,4
1,68,5,9,6,1,2
2,38,5,10,3,4,NA
1,35,5,10,10,1,-8
1,68,5,7,0,5,4
2,63,5,9,7,1,1
2,59,5,9,8,1,-9
1,35,5,6,9,2,3
1,48,5,9,9,1,2
2,64,5,11,4,1,-9
1,64,5,7,5,1,-9
2,45,5,9,7,1,1
2,26,5,5,5,2,-9
1,44,5,-9,7,1,5
1,36,5,3,7,2,2
2,61,5,5,5,2,-9
1,43,5,9,5,1,-9
2,20,6,8,10,5,1
1,57,6,7,10,5,-8
1,37,6,9,10,1,1
1,48,6,9,8,5,1
2,29,6,9,7,1,-9
2,69,3,8,10,1,1
1,63,6,7,10,1,2
1,66,6,4,8,5,2
2,71,6,10,10,1,1
2,52,6,10,6,1,1
2,63,6,10,10,1,3
1,21,6,7,8,1,2
1,21,6,6,10,5,2
1,31,6,5,4,2,1
1,33,6,9,8,1,9
1,38,6,10,7,5,1
2,45,6,9,10,1,3
2,40,6,7,10,1,1
1,56,6,10,7,1,6
1,58,6,10,10,1,5
1,20,6,6,5,2,3
2,27,6,9,9,1,3
1,75,6,9,10,5,2
1,56,6,5,8,1,1
1,45,6,7,10,2,1
1,59,6,9,8,5,2
2,30,6,7,7,1,2
2,38,6,9,6,1,1
2,65,6,9,5,5,1
1,80,6,9,10,1,1
1,63,6,11,6,1,1
1,63,6,7,8,1,5
1,32,6,9,8,1,3
1,35,6,9,9,1,2
2,39,6,9,7,5,-8
2,50,6,5,9,5,1
2,34,6,9,5,1,1
1,18,6,6,8,1,3
1,53,4,6,8,5,5
1,75,6,11,9,1,-8
2,52,6,9,8,1,-9
1,34,6,9,8,5,1
1,24,6,10,8,5,5
2,29,6,9,6,1,3
2,30,6,9,10,1,3
2,30,6,9,4,1,3
1,29,6,9,10,1,-9
2,69,6,4,8,1,1
1,72,6,11,8,5,3
2,21,6,8,6,2,1
1,55,6,10,8,1,2
1,38,6,10,10,1,6
1,58,9,6,8,1,2
1,22,6,10,10,5,1
1,64,6,9,10,1,-9
2,27,6,6,7,1,-9
1,46,6,5,10,5,2
2,56,6,7,10,1,2
1,49,6,9,9,1,1
1,65,6,9,10,5,1
1,45,6,9,8,1,3
2,38,6,9,9,1,1
1,71,5,9,10,1,1
2,63,6,9,10,5,2
2,59,6,10,7,1,1
2,57,6,7,10,1,2
2,47,6,5,2,3,-9
2,46,6,9,10,2,-8
1,22,6,9,8,1,5
1,52,6,6,7,2,1
1,70,6,5,7,1,-9
1,61,6,6,7,5,1
1,44,6,11,9,5,1
2,70,9,6,10,5,2
1,51,10,7,8,1,3
1,45,10,7,2,1,2
1,76,10,9,8,1,3
2,60,10,7,9,1,1
2,30,10,7,5,1,5
1,70,10,5,10,1,2
1,64,10,5,5,1,1
1,73,10,7,5,5,3
1,74,10,5,5,3,-9
1,90,10,8,7,5,-8
2,64,10,9,9,5,3
1,74,10,5,8,1,3
2,74,10,5,6,5,3
1,60,10,7,-9,1,-8
1,72,10,5,10,1,2
2,43,10,8,10,1,2
2,86,10,6,10,1,-9
1,40,10,7,10,5,-8
1,75,10,8,10,5,-8
1,40,10,6,7,1,3
1,70,10,10,9,1,3
1,56,10,8,5,1,-9
1,70,10,7,8,1,2
2,72,10,8,5,1,-9
2,50,10,10,8,1,5
1,51,10,10,6,1,1
2,69,10,11,10,1,1
1,74,10,11,8,5,5
2,78,6,9,10,1,1
1,77,6,10,10,1,1
2,62,2,9,6,1,-8
1,49,2,9,4,1,2
2,83,2,10,10,5,2
2,76,2,9,8,1,-9
1,69,2,7,7,1,2
2,92,2,5,8,5,1
1,52,2,4,3,1,2
2,26,2,9,9,1,5
1,63,2,6,9,1,1
1,84,3,8,8,2,1
2,73,2,8,5,1,5
2,55,5,9,10,5,3
1,78,5,4,7,1,1
1,55,5,11,8,1,2
2,46,5,9,6,1,5
1,67,5,9,10,5,1
2,62,5,9,8,1,1
1,60,5,4,6,1,2
1,61,5,7,10,1,4
2,65,8,5,3,1,-9
1,39,8,5,9,2,-9
1,38,8,5,5,2,-9
1,61,8,7,10,1,1
1,65,8,9,10,1,2
2,37,8,7,10,1,2
2,54,8,10,7,1,5
2,59,8,5,10,1,2
1,48,8,10,10,5,3
2,63,8,6,9,5,1
1,46,3,4,9,1,2
1,52,3,4,4,1,2
1,50,3,5,7,5,1
2,36,3,9,10,5,1
2,74,3,7,8,5,5
2,18,3,6,5,5,1
1,30,10,7,10,1,3
2,34,10,9,9,1,6
1,30,10,9,5,3,1
2,60,10,6,10,1,3
1,62,10,8,10,1,2
2,64,10,7,10,1,-8
2,54,10,8,10,1,-9
1,65,10,7,9,5,-8
1,40,10,10,6,2,3
1,53,10,5,5,5,1
1,33,10,9,5,5,3
2,59,10,11,9,1,7
1,61,10,9,8,1,2
1,30,10,7,7,1,3
1,28,10,7,10,1,3
1,52,10,8,1,1,-8
2,63,10,9,9,1,2
2,62,10,7,10,1,3
1,45,10,7,8,1,2
2,36,10,10,10,5,-8
1,83,10,5,10,1,2
2,70,10,10,10,1,3
1,74,10,5,10,1,6
2,19,10,6,10,1,-9
1,75,9,7,9,1,2
2,34,10,7,10,1,2
2,59,10,9,8,1,2
1,63,10,7,10,5,2
1,73,10,2,10,1,5
1,73,10,10,8,5,5
1,28,10,7,8,1,3
1,52,10,5,0,4,NA
2,35,10,9,4,1,1
1,73,10,8,8,5,1
1,47,10,5,0,4,NA
2,68,10,6,10,1,2
1,59,10,9,9,1,-9
1,49,10,7,2,2,-9
1,38,10,9,8,1,1
1,51,10,9,8,1,2
1,30,10,9,7,1,-9
2,48,10,10,10,2,-8
1,30,10,9,8,1,3
2,24,10,5,10,2,3
2,71,10,8,9,1,3
1,28,10,7,7,1,3
